application_id,created_at,branch_id,team_id,status
82f25717-2465-47fc-9e12-f1c4c4b3ca6b,2025-01-21,5,2,In Progress
e52529dc-6b05-4453-bc7a-3173450c1ce0,2025-07-17,4,3,Approved
e848ae0d-7871-4944-9112-5a7477101499,2025-10-01,3,5,Approved
fc5f2ada-cd0f-4c30-aeb2-abb0e422611f,2025-12-24,1,2,Approved
33e0c7b4-491a-4595-a0a2-19bffaa2dd8b,2025-09-13,3,3,Approved
f1832e40-fdd2-4b40-a997-07c57509b8cf,2025-04-12,1,5,Approved
5a4712f1-afff-4dc6-8808-9be4ca5472e6,2025-04-26,3,4,Approved
3cd30127-b001-4087-a863-4d60844310dc,2025-08-27,4,3,Approved
b5cd2448-1980-42e8-bb1f-77deee0f1d50,2025-11-20,4,3,In Progress
4d643353-1cf4-4f81-9f37-ce0fb11ae1ce,2025-01-27,1,1,In Progress
d709dbd4-1cbc-4351-b0e5-d1f82ce6fc10,2025-10-29,1,3,In Progress
d8a2662b-80fb-4a19-8dab-948034314c85,2025-10-09,5,3,Approved
2206f6ef-bb62-48d8-bba2-358457c6e919,2025-09-17,3,1,In Progress
e982fff5-fa89-4888-aa64-3a297d063507,2025-04-30,5,2,Rejected
702b0256-97dd-45c5-97ec-ae786dfc5e6b,2025-03-12,4,2,Approved
8a727f4f-59c7-4994-975b-018317d7c01f,2025-05-29,3,4,Rejected
6c1545f6-9e23-4a82-b905-1bd8c0fd2dc3,2025-09-09,3,4,Approved
e9bbaf84-7419-4560-af97-089292976aa8,2025-01-09,3,1,In Progress
496d80f8-71e3-47f0-bd29-75383c9d907f,2025-06-03,4,3,Approved
40bad99f-d7a5-4ce5-b9a8-11bb8f449c5e,2025-12-26,5,3,In Progress
b8f20409-e5c6-48e1-9626-690f70dcb0ac,2025-08-26,5,3,Rejected
92a31080-e112-445d-aadb-dfd407edd1c9,2025-04-19,1,1,Rejected
144d2754-2314-4a8c-97f1-25c4318a928d,2025-03-23,4,1,In Progress
d4bd02b8-b7e8-447c-b1cf-7f140f195cf2,2025-10-06,5,4,Rejected
7dd97f38-0258-4025-870b-078690979038,2025-01-02,5,3,Approved
e4aef328-56d6-47e7-ad8f-9bc7b82413a3,2025-05-08,5,3,In Progress
cbbb4857-714c-4784-8381-09db93cadb30,2025-05-05,1,4,Rejected
9d556c90-e9a0-4486-9ad5-bab132fd31c4,2025-09-13,5,5,Approved
b6ec8a73-5bb5-4e66-8b8a-9490d67323f9,2025-01-07,2,3,Approved
38c7324e-05a4-473c-8b34-e3b3bf680575,2025-11-24,2,2,Approved
7d4c1b2d-e138-4133-bc44-8cde834bb728,2025-03-30,2,5,Approved
c8ef684f-3f29-44ce-9707-1932da957c18,2025-06-23,3,5,In Progress
a716860a-fc4f-43f4-a257-3758767f357b,2025-08-27,1,3,In Progress
35eebfe6-c2f3-406a-b960-d6879efe5528,2025-12-26,3,1,Approved
007216d2-452c-43ee-b419-4ccf5cb3760b,2025-06-29,5,2,Approved
f7a6432a-9c39-4c95-bbea-21fa20259809,2025-06-07,2,3,Rejected
828043ad-a18d-4d73-ba18-91dd42c23a81,2025-05-01,2,4,In Progress
bd00e30f-57f5-4383-b047-46677f4f4cd6,2025-12-07,1,1,Approved
d248ee78-2006-4885-ada8-64029e93b94a,2025-04-13,3,1,Approved
6943e56c-c63e-498e-a988-78c3e1ce4211,2025-11-28,5,4,Approved
7b6c90d6-939e-405c-9e0b-36cecbb28dd0,2025-10-28,4,2,Approved
c08d55bc-88eb-458c-8ba7-ba40643cb2b5,2025-11-21,2,1,Approved
3233d9ac-4ed0-436f-8495-3b45bc7b603a,2025-01-07,1,5,In Progress
04eef423-c32b-4b58-a6d5-9a396616940c,2025-01-19,2,4,Approved
cd1688d6-bedf-44c5-8f54-c0d9ecab95c4,2025-04-03,5,5,Approved
c888d059-a72a-46cb-8703-21ca6b1e7fe5,2025-06-03,5,1,Approved
51f70eeb-f14c-4201-977c-10d8b2fa7a04,2025-06-21,1,4,In Progress
52e9ed36-a34f-4800-bf5e-8c81f72a2276,2025-08-24,5,4,Approved
11a98374-9ac0-4d96-bae8-04a4ad66d259,2025-09-13,4,5,Rejected
2deaa965-8529-466b-9581-0311dfc3cb61,2025-11-20,4,5,Approved
7024b2db-3c07-41fc-8d15-a0cd468bae27,2025-03-13,3,1,Approved
ac5c2f64-eccb-40a2-ae7c-2d194b549e08,2025-02-06,2,1,Rejected
49adfbe4-9965-4e62-815c-361c13bb258c,2025-01-17,2,1,Approved
8be1aa1b-be5e-49b5-bb6e-a01b1f1e7097,2025-11-16,4,2,In Progress
b3727d3c-dada-4bba-bd55-e7fe507e0ae1,2025-02-05,3,3,In Progress
cfabea8f-d88a-463b-85ec-678a8c2d800c,2025-09-26,3,3,Approved
53075b85-90f2-425c-af82-b52a4603f3d7,2025-11-24,1,2,Approved
169e60ac-e91f-4315-863a-ffc85165b9f8,2025-11-07,4,1,In Progress
764a2092-84fb-462a-8e21-d032c4939b43,2025-10-11,5,1,Approved
6f44c1b7-4fbc-4137-9d1e-19615e672e5b,2025-06-25,5,1,In Progress
0407e756-fa91-4596-a188-4e39bdb1fe15,2025-12-01,1,2,Approved
f576028b-c87b-41b8-82b2-e128e0e9ac27,2025-11-03,2,3,In Progress
5f46d2aa-fba4-4441-a8b4-6c3bdf12784c,2025-03-19,4,5,In Progress
1e12f988-01f2-4571-8d8b-d53f4de1e0e2,2025-06-08,4,1,Approved
64072bd8-9c20-4435-a385-3149c0eebef1,2025-01-27,4,3,In Progress
6fecffe0-f8b9-4a75-b84e-88be6362aa92,2025-09-30,2,5,In Progress
6b08b61c-6877-4919-9d6f-53e994a77b6e,2025-11-23,2,3,Rejected
49fbb41d-9ed8-4f56-bb82-fce26de267f7,2025-04-05,3,3,Approved
91290d54-dedd-432d-b6a3-24ccdc86a101,2025-11-11,4,5,Approved
8ec061d6-2c2d-4974-80d6-80363610f359,2025-03-15,5,4,Approved
cf2263e1-bf88-429e-b7d8-8b06961341e4,2025-05-26,5,3,Rejected
7679a82c-307c-4bf5-9c00-7723bc5e2dd4,2025-04-28,5,2,Approved
e3d4ab68-11d1-458d-a6e8-b872542594d3,2025-12-24,5,5,Rejected
d5afb58a-b25a-4bd3-979d-1a8d83bc1dce,2025-04-05,2,2,Approved
0f610282-3acd-430e-8ad9-6297c712d5bb,2025-10-19,2,3,In Progress
17a08b92-88cb-4f6f-bd31-b6c517393ba9,2025-05-27,1,3,In Progress
428c4349-e535-4d47-ad9a-67b0e2d2ce49,2025-02-10,4,3,In Progress
a35ba701-3f3a-4661-9704-d8ca35c0a1bb,2025-12-31,5,1,Approved
f2ea6f62-9502-47c6-bcd8-cb6ec906b756,2025-09-03,1,2,Approved
0970343d-b37c-4380-8a44-d2f7779615b4,2025-06-29,5,1,In Progress
10ac8d31-1087-4e68-833e-1bac84a28104,2025-02-01,2,1,Rejected
92663854-44e9-4f1b-a2ba-eecf5e42b922,2025-07-21,2,5,In Progress
cff79a27-e7fb-4945-9335-981a68aa0631,2025-09-18,3,4,Approved
439174a3-bb2a-4827-9d10-62b10afaea94,2025-01-17,1,1,Approved
1cb934ad-dfeb-4353-822d-73483e7bb28f,2025-11-15,5,5,Approved
337a639e-06f5-498b-b4f0-50ea1480b82e,2025-09-17,5,2,Approved
93efbb68-c162-47a5-80b4-0ef5c51e25c9,2025-07-24,5,2,Approved
2be972ca-3214-4dcb-9cd6-5a9d9c98d640,2025-03-19,1,1,In Progress
21b32ab5-aeac-441f-a768-1e19425753b7,2025-03-20,1,2,Approved
6292a0e3-1401-4464-8687-97f0506de11b,2025-02-19,1,1,In Progress
0e0af7ed-03c1-4b49-bd5d-00304cd019d8,2025-01-12,5,5,Approved
2a41801a-d659-49df-9e58-289004ca6d3e,2025-07-12,5,4,In Progress
5b85ebd1-7a01-4eda-97a2-440512e34a66,2025-12-24,1,5,Approved
b79041da-c31a-45f7-a79d-7caf56bfde07,2025-03-12,2,2,Approved
f6c13654-3716-4fea-bd35-35d6f1d3a69d,2025-12-07,5,5,Approved
647007dd-5167-453a-819b-613a4c53f879,2025-05-07,2,5,Approved
495cf9b0-2fbe-4ac2-8bae-5d730755e9af,2025-04-04,4,3,In Progress
fd027fed-332d-4fde-bb07-049e738ea6f2,2025-07-31,5,5,Approved
48310534-b820-41f1-b6d9-be0e28a93273,2025-06-20,3,2,Approved
08d4794a-8999-4e31-a903-9376b6e7e34e,2025-10-10,1,3,Approved
fbb7d0c4-ee29-4850-9cf2-bda375986e53,2025-05-17,5,3,Approved
f77175ae-e23e-4a7b-8e24-a5e5a32398d2,2025-06-02,2,1,Approved
2735b1d5-8a1a-4d10-bf2a-4b8538cb9648,2025-06-19,3,3,Rejected
db55fff5-0b0d-46c5-831c-d18f3fdabfeb,2025-06-13,5,2,Approved
78153576-0fe2-4274-b501-ad62a2ade077,2025-08-26,1,3,In Progress
b622200c-23d5-4bb3-a46c-25baf9e5a6e9,2025-01-15,5,4,Rejected
c6c40946-cc0e-4135-b6c0-f4820b949b5e,2025-12-08,1,5,Approved
1b2de026-1008-4bc5-aec2-9b07e9137de6,2025-10-16,2,2,Approved
4055ee8b-36bd-4f77-b350-e533788bd9f3,2025-12-11,5,2,Approved
46f27543-ad81-418f-935d-3f70815a2014,2025-06-16,3,3,Approved
98aca439-2173-444b-8f69-c2ea280892e6,2025-02-01,5,4,Approved
32a9ab84-86a7-4a09-bb5f-ae5ca22cc081,2025-07-25,1,2,Approved
22c9bffa-022a-42e6-ad66-1ecb708d596e,2025-07-05,4,2,Approved
2492af1a-7d5b-41ba-a320-653f3ef396e6,2025-05-19,5,5,Rejected
d520efb7-9ccb-4464-8a32-a8df0d807cf1,2025-09-21,2,4,Approved
2adbc0f5-1d69-4748-9bc5-0a6af5d91e61,2025-02-06,2,5,Approved
4cbe7cc5-859f-4c6c-af17-e4db2e1c6907,2025-06-21,5,1,In Progress
878727a0-a865-46ae-a2de-a87170f52969,2025-11-09,4,1,Approved
e724a1a0-9800-41fc-8b46-7c7d02b35ca6,2025-07-04,5,2,Rejected
fd1a8ab7-124c-4ef2-8e0d-375324e6605f,2025-11-23,4,2,Approved
a2e13ec4-4f2c-4603-b5c4-bd34e29df917,2025-10-05,5,4,Rejected
fdb54ee9-6aa8-40d9-bacb-2a3cb91d777d,2025-07-20,1,4,Rejected
08c447fc-4cd4-481b-9c81-55f1316a5ae3,2025-03-29,5,2,Approved
447352e3-0834-425e-8618-df3d5ee1510c,2025-02-17,2,2,Approved
57d6da14-cc8f-47c2-ba86-2175307557b2,2025-11-13,4,1,In Progress
81a1fa02-15bd-420b-851b-505553a0b951,2025-06-24,1,3,Approved
3baf6609-eaa1-419a-b2d4-dd19e02a11c2,2025-11-06,4,1,In Progress
fc05bd69-e2e4-43ee-96c2-99693bda3111,2025-05-06,5,3,Approved
dcfdae00-e6b1-4d1e-9ca0-e16cb2ec7927,2025-09-06,5,1,Approved
4b3ad1cb-f705-4e12-be56-74cd219c4306,2025-03-27,5,3,Approved
26e0c8ab-2777-45dc-bf72-0fc69867ca1a,2025-05-19,4,3,In Progress
28f4af67-b33c-42f3-b8c4-0ad429dff71a,2025-10-08,4,5,Approved
2de673ed-fec9-42ca-9ff5-c6f276776c6d,2025-07-12,4,5,Rejected
cff5ea84-58a5-4b7c-8f67-4ce36699e934,2025-12-20,1,4,Approved
2cd76d53-020d-4ae1-aa1c-edb9e7c0bd06,2025-08-21,3,5,Approved
d07eb712-cb9d-4ff8-bde2-49f2330a4dde,2025-01-13,2,2,Approved
bd871949-d319-457c-a4bd-69930b10abf4,2025-01-19,2,3,In Progress
d867bfdb-80ac-45aa-b1b8-1f4324ed5102,2025-06-11,4,5,In Progress
d551cd5e-6961-4764-868a-0586b3718952,2025-07-03,2,2,Approved
6d4d5d0c-1757-446d-9a35-bb5509a72aa7,2025-07-10,4,2,Approved
179c1af0-ba1d-4f7f-821c-f2b9df83b179,2025-06-22,4,4,In Progress
e34ba52c-aac7-4ed8-a05e-8bd6630bd0c2,2025-11-19,5,3,Approved
8d9ea302-5d6d-4333-bb11-3cc2e0f1560b,2025-09-17,2,5,Approved
092a38fb-bdbd-48b8-8c1d-1ccbd36bc9e5,2025-05-12,5,1,Approved
b47108e9-63ae-40e2-9298-08cfe0153716,2025-10-18,4,2,Approved
3afe96c0-79c8-48bc-a8da-4c0df3574b74,2025-01-23,1,3,Approved
2b909247-410d-40d3-a6eb-defa9a10f8c1,2025-09-05,1,5,Approved
925bbce0-94ce-4ff4-9f96-4be1bcf57a49,2025-01-11,1,1,In Progress
20465096-8be7-417c-8986-0b4cfde1cb51,2025-06-01,5,4,Approved
dd1faf93-b291-4bff-8a0e-752ca4ad51b8,2025-09-09,4,5,Rejected
ff0bae15-2590-4c9a-ae7e-b738495c1d58,2025-04-18,5,1,Approved
84aff933-4dd1-43bb-a4f5-7fbc8163c7e1,2025-09-04,4,4,Rejected
0f3a171a-444e-400e-9f7d-9cf85850c119,2025-03-28,4,4,In Progress
785f91ab-7447-4ceb-aa5f-b5157f52adfd,2025-07-12,3,5,Approved
001888b6-1ccf-4b28-953d-c41c1ee8bf9f,2025-12-18,3,5,Approved
a495a462-4414-4916-bc7b-baddd34c7bca,2025-03-20,4,1,Approved
ee9b629a-de31-4497-aaf4-e5a6cbeaf793,2025-02-25,2,4,In Progress
ce8c69fc-922e-46b9-9119-2a7835c63d73,2025-09-07,2,2,Approved
66c44051-162f-4b7d-b829-c6aa35810aa8,2025-05-19,2,2,In Progress
73e0fb65-26fa-4f97-aca7-1d4e4a154ae1,2025-01-14,5,2,Approved
31cef808-2ea8-44eb-b954-22277e4ea2b2,2025-07-12,3,2,Approved
3d05802b-c0f2-4b8f-924d-db34cba41996,2025-02-10,5,2,Rejected
332d4c4d-50ff-4bbf-945d-419c48a30b34,2025-03-25,3,4,Approved
0e5bd842-a615-400f-84f2-a509d87434b2,2025-02-24,3,4,Approved
bd0f44af-4bb1-455a-a5e7-afd2258c770f,2025-05-12,3,4,Approved
c1fde975-9517-409a-90ca-d55409f5863c,2025-10-11,4,4,In Progress
b272a728-0f36-4bca-a747-2c6aa98940e5,2025-06-16,2,3,Approved
ac07ad7b-b76b-4646-9dc5-b881cad8624f,2025-12-14,5,3,Approved
9ee14f8e-6206-4458-bcdc-1cf35d1eb674,2025-08-13,5,1,Approved
e7a322b1-b71e-41b1-8ed8-6c841bdb539b,2025-09-21,3,3,Approved
e7f5aa2f-507c-4d24-b97e-d21f6dd79e5e,2025-07-10,3,5,Approved
cd49f039-9a7f-4af4-b985-ecd0fda0f50a,2025-02-04,1,2,In Progress
3da3da17-c66d-4d5d-8d68-4ea4fcea4df5,2025-07-06,1,2,In Progress
edad7934-e57a-4961-b38f-17f534e5c8f7,2025-09-09,2,5,Approved
81b9bfca-f32f-49d1-a98b-2f00ef1adfef,2025-07-17,4,3,Approved
efeb0a03-2ed3-409e-a051-de09859793a0,2025-05-03,3,2,Approved
f743610a-0d86-4bc3-87dd-d72f981ea6a8,2025-11-08,4,2,Approved
9b2e8063-d48e-449c-b250-dff69f0a5ed7,2025-07-03,4,4,In Progress
bcdb7f01-9caa-4e00-b2df-425d8d4aa6b1,2025-01-06,5,1,Approved
f72c9ceb-a1ae-48e6-849f-f3b4c92f19bc,2025-12-12,1,4,Approved
449f612e-0927-4fae-a2ca-3f7c3d7c6b9f,2025-07-04,2,5,In Progress
abe6d84b-fdaf-4a27-9893-9295a61f90a3,2025-04-21,1,4,Approved
bc6d7b41-abb6-4d62-9cca-8dbfcc0186bf,2025-05-08,2,3,Rejected
ade4e689-b111-48c6-9057-508157f89f7d,2025-01-15,2,4,Approved
f069a472-9412-4b2f-9bdf-fdc3aa5e2d33,2025-09-17,4,1,Rejected
82a5eba1-3a26-42a2-9038-de10dda277df,2025-01-06,4,2,In Progress
a70e1eb3-aa1b-4d88-95a1-32c56b447811,2025-11-30,2,1,Approved
a5b736e1-3947-462e-8ee5-f02fd64bb209,2025-12-05,5,2,Approved
f3730ecf-865d-4d80-9f6b-4b7551fb9860,2025-10-07,3,1,In Progress
deb2a6f1-f640-4240-9d19-7b53ff00a81b,2025-09-02,1,1,Rejected
f573d415-a1fb-4a9e-80ba-cf3012de0ce8,2025-06-18,4,3,Approved
b9db06ed-b1e7-49fb-a0e3-0dd6d7bf1abd,2025-01-19,4,3,Approved
37971c6b-187b-4de9-9511-a16b806959e8,2025-09-02,5,2,Rejected
14eecef6-686b-4205-b37b-e73801045034,2025-04-26,2,3,In Progress
524b93df-b6c0-4a42-931c-aeb4f15d42e8,2025-07-06,1,3,Approved
5fbf28a7-0dbf-480d-b087-9b2566c7a091,2025-09-20,3,2,Approved
c35b7f74-1bc8-4f2e-9708-0e409bdc426c,2025-02-02,5,5,Approved
d7eeb93d-5b98-411a-9a0c-48a123657bfe,2025-11-24,1,3,Approved
085cace8-95ec-458a-a5ef-87c346ecd06c,2025-11-21,4,5,In Progress
5cc7a89f-8ff7-45ea-b4e9-77f751e040e2,2025-07-18,3,2,Approved
5887e072-4423-4389-a094-707a1a6cfe55,2025-01-07,5,4,Approved
cdb6cd9f-d4f7-40d5-9b65-ce1c646f4f0e,2025-07-16,5,4,Approved
530a457f-ba8e-46c9-b4d8-992101d7b514,2025-08-07,5,5,Approved
1a4375d1-b85b-47be-b268-7fb931cdb0dd,2025-08-25,5,4,Approved
383421a7-88ef-46c7-807c-e65e11a21188,2025-04-11,1,1,In Progress
7ec44bc3-5dd4-41c3-b60b-d8595116eebd,2025-11-25,4,1,Rejected
8010c5fa-19ac-42e9-9ae3-4249aa643199,2025-07-24,4,3,Approved
6d16d440-c900-4dc0-a3d3-bdbe0d104130,2025-04-11,1,2,Rejected
fe45631b-2ff0-4a87-bc0a-5461ecc3a2dd,2025-12-26,2,2,Approved
dbc3a704-52e5-475e-85d1-6d7229170493,2025-06-06,1,4,Rejected
38ed4994-3d58-4119-9cf3-7119a3135c56,2025-04-16,4,5,Rejected
e940120b-dd6f-4596-aeb5-5b43f5de71b6,2025-06-21,4,2,Approved
5cd0ad84-5ab9-434b-bf60-654801b5b703,2025-04-17,5,1,In Progress
774d37c1-d8c3-4557-bf8f-dd0c4ec931af,2025-06-06,2,3,Approved
63eb7e02-34f8-480c-a954-07a3045bddf7,2025-12-20,3,4,Approved
ea28420c-986f-4dfc-b994-7ad2be0db3a3,2025-01-27,4,1,Approved
df001932-2d47-422d-803f-7e5d748e31c8,2025-05-23,3,1,Approved
0367b1a5-0032-42b7-a71d-efc2ba0772d9,2025-11-15,4,2,In Progress
d2cd0db9-de5d-4762-ab6a-3c3d181d78b0,2025-12-23,2,2,Approved
30aac0d1-52e2-4d41-97ed-794f951e598d,2025-01-21,1,1,Approved
7573a129-8c6f-4e3d-b3dc-a8c5ccd92ce1,2025-01-22,1,5,Rejected
624fa123-aa51-41b5-9324-3aec98e7b5b3,2025-11-02,2,3,Approved
f55e57f1-2d64-47ef-9dff-6023cac9dfe3,2025-10-19,2,4,Approved
360b41ee-3f15-4258-8cfe-e10b179f1cb5,2025-08-05,1,2,Approved
b540500b-72a1-4137-b511-672c36e5295e,2025-09-22,5,1,Approved
8fb5f853-3255-4853-9487-6714b7e703ca,2025-12-11,5,2,Approved
16e8735a-05c3-4ea2-9e16-4713d3d63fd5,2025-03-10,5,5,Approved
9fb200cf-e4cc-4130-8e60-f7cd6b68214f,2025-03-14,4,3,Rejected
da4b51ac-6da2-44dc-b416-f8cf18c4e744,2025-08-23,3,4,Approved
0edeb8b9-1b23-4604-b043-c8277aa95611,2025-12-30,5,3,Approved
989a5fcb-871c-40bf-ba4d-227655a51c16,2025-12-12,1,5,Approved
19be336b-38c7-417e-a9ba-23325d5f4b9b,2025-05-18,4,1,Approved
406eef1b-1e17-46db-936e-d105b4c53692,2025-12-21,2,1,Approved
8ef05131-db12-4d6b-8570-d55e8c25bc78,2025-09-10,2,3,Approved
4901804c-614e-4b4c-86e4-de6b58c5439e,2025-04-28,4,4,Approved
00cb1690-8f8d-4bdd-bbfd-90db2eb996c4,2025-07-18,5,2,Approved
48336ede-fa46-4899-aaee-5773d9b4ff2e,2025-01-02,1,2,Approved
2875a8c6-4249-47cb-b72d-da72b44d7dde,2025-02-15,4,5,Approved
6aee4cfd-ae47-4cf8-b69a-911161c572d5,2025-06-16,4,3,Rejected
89588594-450f-43d2-a619-2832505a9619,2025-10-27,5,5,Approved
bab0afd3-5ef7-4c1a-8bb1-af9c97e57c62,2025-11-17,5,2,In Progress
5de997b8-57a3-4a95-85c8-36255f7e238a,2025-03-30,2,4,Approved
b0d11e5a-d270-48bb-95c1-52cee2687a82,2025-10-28,2,2,Approved
3b2ff38b-5827-48e7-a81b-6b1790f3c2dc,2025-10-19,4,5,Rejected
08f0b7f4-a55b-439e-b648-72947f4491f3,2025-05-24,5,2,Approved
2e9120fa-fb27-41e6-a183-b39a7f6b5503,2025-10-22,3,3,In Progress
95811d6c-266c-456d-ace3-ee27bce91301,2025-08-01,3,2,Approved
cd652d05-b145-4835-b146-70694b2240e5,2025-08-01,1,1,Approved
4042b057-0dfb-48f4-a32b-4871eb8007fb,2025-11-16,2,1,In Progress
58f1fb2d-7e31-4273-b2ed-5ce0e57cacbf,2025-07-14,4,4,Approved
bee8a910-6345-45ae-b755-994414ce3749,2025-12-21,4,5,Approved
e9637524-8895-4d22-8ba2-c87a1a33db3c,2025-07-23,1,3,Approved
fcb08d22-72b1-42d9-96b6-5acf54966ccd,2025-05-24,1,1,In Progress
cf2a6291-19eb-422a-8315-e5bf5296d32b,2025-07-13,1,1,Rejected
1246211d-43a7-4aa1-ade5-6026e16b7dc4,2025-03-17,4,1,Approved
0f853488-1e16-49e3-b241-b33f38aff254,2025-10-19,5,3,In Progress
26209314-cbd4-41f8-8b47-b3df7db38242,2025-01-27,2,1,In Progress
8bfe67db-e109-4b73-a1e1-0d42f4e35688,2025-01-18,5,1,Rejected
7bdc2274-9def-4cd0-9490-46f6bb39d4a2,2025-08-21,1,1,Approved
aa1d201e-9b77-41d1-bf4b-fe89c9e0a921,2025-01-28,5,4,Rejected
d1706123-7493-4d8b-a83d-667b6b939a5b,2025-12-31,4,2,Approved
9856c8cc-84e4-4632-b7e5-f32790e60c7e,2025-01-08,5,1,In Progress
a1d67b0a-1c2c-489d-bb5f-7bffccd9ef91,2025-12-04,3,1,Approved
56cf9f8d-7600-4218-9a0b-3c95ed127800,2025-10-24,2,5,Rejected
366f8d8b-d774-4bb1-9958-d29ec25faebf,2025-04-09,4,3,Approved
0d175575-a867-4b0f-8130-0755e714b04f,2025-03-26,3,5,Approved
2fd5ebee-484e-4aaa-bb3e-00969c7678be,2025-12-09,4,2,Rejected
1941cbf0-a7dd-4933-9d17-74560177c69c,2025-06-01,1,3,Approved
7db13260-b640-47b8-9f60-ee4d5957da00,2025-04-02,1,3,Approved
c4662301-fb28-4ed9-99b0-f628eb80f6ae,2025-04-23,2,3,Approved
7da982c1-03d5-4097-ab82-c00e9f59e298,2025-08-14,5,3,Approved
757825a2-57a7-440a-b6b6-004b918540fd,2025-12-06,2,3,Approved
b46c04c1-ff39-4c12-95d6-731873dcdd64,2025-11-15,4,4,Approved
71969276-c3ea-4f9f-84b9-d7e873e09b54,2025-10-12,2,4,Approved
fe76b7eb-aabe-453b-b252-d24a4cf35c1f,2025-05-05,3,2,Approved
89bd78ea-6a5f-4949-b61b-64fe0d7f10d4,2025-11-30,4,1,Approved
caaf2b3c-813b-4ab4-9c87-e0c457af4415,2025-07-16,1,2,In Progress
42e51746-1da2-4323-a264-a8c61bd120f7,2025-09-09,1,2,Approved
8e7b3aee-ef1f-4f6f-9971-c2a2d105015c,2025-12-05,1,2,Approved
676bea8d-4b46-4e3d-a5d6-c6472b03860a,2025-12-08,2,5,In Progress
