event_id,application_id,event_type,stage,event_timestamp,team_id,branch_id,status
a420e3b5-48f9-4187-a865-b87168b02214,353e2584-cdb4-4f2d-98d8-f6b96f0f13af,Started,Disbursement,2025-05-19 01:00:00,5,3,Started
faf07352-2008-4a93-95dd-5ebd15b41c3c,353e2584-cdb4-4f2d-98d8-f6b96f0f13af,Completed,Disbursement,2025-05-19 11:00:00,5,3,Completed
103a7dba-c936-41a3-bec6-36b548e5ff41,f625c594-8541-4f58-b562-30a83aa4ff3b,Started,Application Submitted,2025-08-19 00:00:00,1,5,Started
6144755a-38e2-4b76-950a-ad49eef2eaa5,f625c594-8541-4f58-b562-30a83aa4ff3b,Completed,Application Submitted,2025-08-19 09:00:00,1,5,Completed
73e27316-12e6-489e-a27b-096cb92d9a8a,f625c594-8541-4f58-b562-30a83aa4ff3b,Started,Document Verification,2025-08-19 13:00:00,2,5,Started
d8acc7d6-e1c6-48d8-ad79-7445144a102d,f625c594-8541-4f58-b562-30a83aa4ff3b,Completed,Document Verification,2025-08-19 19:00:00,2,5,Completed
cd1f81d4-2b0e-4289-bbb4-9459a67a7f4b,f625c594-8541-4f58-b562-30a83aa4ff3b,Started,Credit Assessment,2025-08-20 18:00:00,3,5,Started
8d29f990-b4a9-4c06-854c-9283dc0a7487,f625c594-8541-4f58-b562-30a83aa4ff3b,Completed,Credit Assessment,2025-08-21 05:00:00,3,5,Completed
a3db6231-b731-468e-b687-2c671f19f80f,f625c594-8541-4f58-b562-30a83aa4ff3b,Started,Approval,2025-08-21 19:00:00,4,5,Started
6fd0df31-ea23-42e6-b8de-9b3b43e102ed,f625c594-8541-4f58-b562-30a83aa4ff3b,Completed,Approval,2025-08-22 01:00:00,4,5,Completed
71d1c5b4-dfc3-40bd-9bee-3f356cd492f6,f625c594-8541-4f58-b562-30a83aa4ff3b,Started,Disbursement,2025-08-22 07:00:00,5,5,Started
82118242-455b-4f70-ab9d-4e650af62872,f625c594-8541-4f58-b562-30a83aa4ff3b,Completed,Disbursement,2025-08-22 14:00:00,5,5,Completed
1207d1d2-18a7-4aa7-8061-94785d445703,a8d70927-fd98-4726-915b-221e902ebdfd,Started,Application Submitted,2025-02-26 00:00:00,1,1,Started
5b973a4f-f571-44fb-8815-4ca333cc0a9c,a8d70927-fd98-4726-915b-221e902ebdfd,Completed,Application Submitted,2025-02-26 11:00:00,1,1,Completed
f773872a-bfb7-420e-9172-31a5c3e8c444,a8d70927-fd98-4726-915b-221e902ebdfd,Started,Document Verification,2025-02-26 18:00:00,2,1,Started
c13b6548-abc9-4ba2-8ae9-77117680e50a,a8d70927-fd98-4726-915b-221e902ebdfd,Completed,Document Verification,2025-02-27 02:00:00,2,1,Completed
15effba0-f887-4d98-a9f3-ad41e724d063,a8d70927-fd98-4726-915b-221e902ebdfd,Started,Credit Assessment,2025-02-28 01:00:00,3,1,Started
ce11aadf-01f5-48a1-a83c-1919f1a06523,a8d70927-fd98-4726-915b-221e902ebdfd,Completed,Credit Assessment,2025-02-28 14:00:00,3,1,Completed
98d647d2-140b-4e54-a668-323759234f1c,a8d70927-fd98-4726-915b-221e902ebdfd,Started,Approval,2025-02-28 21:00:00,4,1,Started
4296dd2b-9e01-47d4-aa25-d5da7c491bbe,a8d70927-fd98-4726-915b-221e902ebdfd,Completed,Approval,2025-03-01 07:00:00,4,1,Completed
a7296b90-835e-4efe-b4ce-6c3725486543,a8d70927-fd98-4726-915b-221e902ebdfd,Started,Disbursement,2025-03-01 10:00:00,5,1,Started
adf03ee6-76e0-4c03-bd24-703a1fb81666,a8d70927-fd98-4726-915b-221e902ebdfd,Completed,Disbursement,2025-03-01 17:00:00,5,1,Completed
d4389475-f3b3-4b82-92ff-c8bd7ccb260e,ca40fd30-fb7e-49ea-acad-d4f2803a1469,Started,Application Submitted,2025-06-23 00:00:00,1,1,Started
1483bb55-1d4c-4c1d-b525-4fb8e32cd35d,ca40fd30-fb7e-49ea-acad-d4f2803a1469,Completed,Application Submitted,2025-06-23 08:00:00,1,1,Completed
adfe175d-794e-4b06-9d88-a69db3fd32fe,ca40fd30-fb7e-49ea-acad-d4f2803a1469,Started,Document Verification,2025-06-23 15:00:00,2,1,Started
ccf42057-c627-44c7-8733-fd82c019caf6,ca40fd30-fb7e-49ea-acad-d4f2803a1469,Completed,Document Verification,2025-06-24 04:00:00,2,1,Completed
340503b8-094c-4ca6-a1f5-66fe1afdce43,ca40fd30-fb7e-49ea-acad-d4f2803a1469,Started,Credit Assessment,2025-06-24 16:00:00,3,1,Started
21d2ff74-4883-4d7f-b22f-47101d8ff294,ca40fd30-fb7e-49ea-acad-d4f2803a1469,Completed,Credit Assessment,2025-06-25 03:00:00,3,1,Completed
118fb085-148b-489a-8cc3-462ed36d7f2e,ca40fd30-fb7e-49ea-acad-d4f2803a1469,Started,Approval,2025-06-25 16:00:00,4,1,Started
a0da44a7-5780-4878-9595-4e60a47e38ef,ca40fd30-fb7e-49ea-acad-d4f2803a1469,Completed,Approval,2025-06-26 02:00:00,4,1,Completed
a04e5c2d-67f6-450e-97ff-ecd913584d7d,ca40fd30-fb7e-49ea-acad-d4f2803a1469,Started,Disbursement,2025-06-26 12:00:00,5,1,Started
f2c8a92b-b6a0-409a-bdf0-d787f0308796,ca40fd30-fb7e-49ea-acad-d4f2803a1469,Completed,Disbursement,2025-06-26 19:00:00,5,1,Completed
d28da4f7-195d-40e2-8937-14c9444fab06,5eb1f1d9-c8ef-4bab-b1b4-88edf76ee7dc,Started,Application Submitted,2025-05-22 00:00:00,1,5,Started
0883afaf-3e93-4ee6-ae97-8254bb8872bc,5eb1f1d9-c8ef-4bab-b1b4-88edf76ee7dc,Completed,Application Submitted,2025-05-22 05:00:00,1,5,Completed
4238deb6-991f-4067-87f1-8d709e653983,5eb1f1d9-c8ef-4bab-b1b4-88edf76ee7dc,Started,Document Verification,2025-05-22 12:00:00,2,5,Started
f39e3c41-bfbd-4944-88f2-a4b31940d862,5eb1f1d9-c8ef-4bab-b1b4-88edf76ee7dc,Completed,Document Verification,2025-05-22 23:00:00,2,5,Completed
56aee442-7b44-4e7d-8833-b522cf562ad8,5eb1f1d9-c8ef-4bab-b1b4-88edf76ee7dc,Started,Credit Assessment,2025-05-23 05:00:00,3,5,Started
3f4fae4a-346f-497f-826a-2b7549276fb8,5eb1f1d9-c8ef-4bab-b1b4-88edf76ee7dc,Completed,Credit Assessment,2025-05-23 17:00:00,3,5,Completed
cc7b45e9-234f-4c9d-9f49-b0e04365915f,5eb1f1d9-c8ef-4bab-b1b4-88edf76ee7dc,Started,Approval,2025-05-23 19:00:00,4,5,Started
6f50303d-db5f-49f1-a5e1-adb57929e56d,5eb1f1d9-c8ef-4bab-b1b4-88edf76ee7dc,Completed,Approval,2025-05-24 05:00:00,4,5,Completed
f1e82fbc-4e86-433d-b4ee-df6a6fcd5890,5eb1f1d9-c8ef-4bab-b1b4-88edf76ee7dc,Started,Disbursement,2025-05-24 13:00:00,5,5,Started
27e4b697-56f3-4c68-be34-41abdd869d0d,5eb1f1d9-c8ef-4bab-b1b4-88edf76ee7dc,Completed,Disbursement,2025-05-24 20:00:00,5,5,Completed
feb4d9dc-dedf-451b-833e-b2a69e4cbd2b,724cd920-b799-4ed2-b06b-c6b6fe09ad0d,Started,Application Submitted,2025-10-12 00:00:00,1,4,Started
28ddaa90-b92b-446d-9bf1-377df8240a32,724cd920-b799-4ed2-b06b-c6b6fe09ad0d,Completed,Application Submitted,2025-10-12 08:00:00,1,4,Completed
d209b257-4bec-4791-afbd-8b9c107b3b3e,724cd920-b799-4ed2-b06b-c6b6fe09ad0d,Started,Document Verification,2025-10-12 14:00:00,2,4,Started
a81c944b-27aa-4efa-8293-3fd38ee9e1b0,724cd920-b799-4ed2-b06b-c6b6fe09ad0d,Completed,Document Verification,2025-10-13 13:00:00,2,4,Completed
c2cdf687-eb97-4bbc-b311-bd24fad2930d,724cd920-b799-4ed2-b06b-c6b6fe09ad0d,Started,Credit Assessment,2025-10-14 01:00:00,3,4,Started
a46e7e58-c2e2-4fe9-b276-9c24e492d426,724cd920-b799-4ed2-b06b-c6b6fe09ad0d,Completed,Credit Assessment,2025-10-14 12:00:00,3,4,Completed
6a90d38b-10c1-4606-99f5-4b789490bcd5,724cd920-b799-4ed2-b06b-c6b6fe09ad0d,Started,Approval,2025-10-15 03:00:00,4,4,Started
5f6eb3e5-3366-4c15-94ea-b628d79e36b3,724cd920-b799-4ed2-b06b-c6b6fe09ad0d,Completed,Approval,2025-10-15 11:00:00,4,4,Completed
fbba2560-529d-4fd7-b253-cedcffd87207,724cd920-b799-4ed2-b06b-c6b6fe09ad0d,Started,Disbursement,2025-10-15 13:00:00,5,4,Started
6b41fafd-39d8-4acf-8630-5755643fc3d9,724cd920-b799-4ed2-b06b-c6b6fe09ad0d,Completed,Disbursement,2025-10-15 23:00:00,5,4,Completed
43976f1b-49bf-4e02-9483-2ef0131dbdd7,d9577385-1867-4cfa-b6f3-391d161f4c00,Started,Application Submitted,2025-07-26 00:00:00,1,3,Started
09417735-e146-4e32-bb2b-8ec030572d9c,d9577385-1867-4cfa-b6f3-391d161f4c00,Completed,Application Submitted,2025-07-26 08:00:00,1,3,Completed
baab85cd-3cc6-483f-811d-cfda73a9bf59,d9577385-1867-4cfa-b6f3-391d161f4c00,Started,Document Verification,2025-07-26 16:00:00,2,3,Started
bfbf17c6-c8b3-4621-8e0c-9047a2654ee7,d9577385-1867-4cfa-b6f3-391d161f4c00,Completed,Document Verification,2025-07-28 00:00:00,2,3,Completed
9b487372-8e60-486f-b6f4-8f2ce56c7645,d9577385-1867-4cfa-b6f3-391d161f4c00,Started,Credit Assessment,2025-07-28 12:00:00,3,3,Started
38a616ca-b434-47c5-bff8-c62b9c2f75f4,d9577385-1867-4cfa-b6f3-391d161f4c00,Completed,Credit Assessment,2025-07-29 01:00:00,3,3,Completed
a28aed36-2b73-45f1-9de0-71d49fc85884,d9577385-1867-4cfa-b6f3-391d161f4c00,Started,Approval,2025-07-29 06:00:00,4,3,Started
35508eeb-2628-4e3e-ac6e-474686a367c1,d9577385-1867-4cfa-b6f3-391d161f4c00,Completed,Approval,2025-07-29 17:00:00,4,3,Completed
c0b84c0d-29b0-4acd-b602-2da704f99d70,d9577385-1867-4cfa-b6f3-391d161f4c00,Started,Disbursement,2025-07-30 03:00:00,5,3,Started
2a178378-3b08-4774-b4b9-c1e04b9d7625,d9577385-1867-4cfa-b6f3-391d161f4c00,Completed,Disbursement,2025-07-30 07:00:00,5,3,Completed
ccd513d3-79ef-4b43-98d2-5a87e141d317,8170168e-88d5-415b-8df7-76c365ef4c3a,Started,Application Submitted,2025-01-22 00:00:00,1,2,Started
9e5eb192-bb15-4479-971b-c0c7cb4d4580,8170168e-88d5-415b-8df7-76c365ef4c3a,Completed,Application Submitted,2025-01-22 11:00:00,1,2,Completed
7c110247-cd3a-4128-8334-51359dda1ddf,8170168e-88d5-415b-8df7-76c365ef4c3a,Started,Document Verification,2025-01-22 15:00:00,2,2,Started
19db3e06-ac2c-4323-8bfa-bdd20618819d,8170168e-88d5-415b-8df7-76c365ef4c3a,Completed,Document Verification,2025-01-23 00:00:00,2,2,Completed
65d24320-cebc-4c1c-8672-160a4ebb160a,8170168e-88d5-415b-8df7-76c365ef4c3a,Started,Credit Assessment,2025-01-23 17:00:00,3,2,Started
9bbd90e4-cdc1-4f7c-813c-4782072421eb,8170168e-88d5-415b-8df7-76c365ef4c3a,Completed,Credit Assessment,2025-01-24 03:00:00,3,2,Completed
029d4892-57bd-4624-a2f9-b4bbdc82d982,8170168e-88d5-415b-8df7-76c365ef4c3a,Started,Approval,2025-01-24 17:00:00,4,2,Started
330520a9-0024-44f3-b01d-59ab10153b30,8170168e-88d5-415b-8df7-76c365ef4c3a,Completed,Approval,2025-01-25 00:00:00,4,2,Completed
57a7c535-6c84-4ac8-a436-45974c5b14ae,8170168e-88d5-415b-8df7-76c365ef4c3a,Started,Disbursement,2025-01-25 06:00:00,5,2,Started
1ba9877b-4b03-4aa8-926e-b9eae484cb18,8170168e-88d5-415b-8df7-76c365ef4c3a,Completed,Disbursement,2025-01-25 13:00:00,5,2,Completed
a6055305-209d-4572-b798-4d6725aca778,32783f11-003c-41d6-9f33-f4ff129c4a40,Started,Application Submitted,2025-03-02 00:00:00,1,5,Started
9e75f93f-ba47-4743-bd73-6d5c02c733d8,32783f11-003c-41d6-9f33-f4ff129c4a40,Completed,Application Submitted,2025-03-02 04:00:00,1,5,Completed
88d4dc38-f998-4e3a-97d0-f79e8f08c492,32783f11-003c-41d6-9f33-f4ff129c4a40,Started,Document Verification,2025-03-02 06:00:00,2,5,Started
8946b193-5104-45c4-b936-295e3da19772,32783f11-003c-41d6-9f33-f4ff129c4a40,Completed,Document Verification,2025-03-02 18:00:00,2,5,Completed
22c265de-e5d0-4144-bd09-1e4599b82a13,32783f11-003c-41d6-9f33-f4ff129c4a40,Started,Credit Assessment,2025-03-03 12:00:00,3,5,Started
0aca0a00-a1a6-4dd4-b754-01e2ef7d51f5,32783f11-003c-41d6-9f33-f4ff129c4a40,Completed,Credit Assessment,2025-03-03 23:00:00,3,5,Completed
4e128f61-8418-4721-a41b-12df32482117,32783f11-003c-41d6-9f33-f4ff129c4a40,Started,Approval,2025-03-04 03:00:00,4,5,Started
e89e7fd7-a2b9-401a-9c06-92d7e4139c57,32783f11-003c-41d6-9f33-f4ff129c4a40,Completed,Approval,2025-03-04 14:00:00,4,5,Completed
d5d2fc56-9892-4727-ad44-c4afd80b7f92,32783f11-003c-41d6-9f33-f4ff129c4a40,Started,Disbursement,2025-03-04 17:00:00,5,5,Started
55ad62a8-4a22-4923-9fa3-aadfb73410b3,32783f11-003c-41d6-9f33-f4ff129c4a40,Completed,Disbursement,2025-03-05 00:00:00,5,5,Completed
f949bfb5-2017-4b44-bb18-8995160f781d,5af2371e-34b3-480d-8a13-5cd28b48accd,Started,Application Submitted,2025-06-12 00:00:00,1,4,Started
cdd4104f-6332-4a4c-9895-d65fbe66e836,5af2371e-34b3-480d-8a13-5cd28b48accd,Completed,Application Submitted,2025-06-12 05:00:00,1,4,Completed
97a84b96-78d6-4b4e-8855-1c2efc4ff71e,5af2371e-34b3-480d-8a13-5cd28b48accd,Started,Document Verification,2025-06-12 09:00:00,2,4,Started
853e0818-abe4-4f0f-a487-0c995e5dff91,5af2371e-34b3-480d-8a13-5cd28b48accd,Completed,Document Verification,2025-06-12 20:00:00,2,4,Completed
f3a5c8b6-9ac0-45fb-9db6-98948b735abd,5af2371e-34b3-480d-8a13-5cd28b48accd,Started,Credit Assessment,2025-06-13 12:00:00,3,4,Started
03816114-c660-4b44-b86b-f32bfa79ad7f,5af2371e-34b3-480d-8a13-5cd28b48accd,Completed,Credit Assessment,2025-06-14 01:00:00,3,4,Completed
57adeaef-698e-4910-b4d1-d30ea461b1fb,5af2371e-34b3-480d-8a13-5cd28b48accd,Started,Approval,2025-06-14 04:00:00,4,4,Started
a75a6bb7-78b5-430e-89dd-f7aa5aa662c8,5af2371e-34b3-480d-8a13-5cd28b48accd,Completed,Approval,2025-06-14 10:00:00,4,4,Completed
6569844b-8224-4388-9e65-a298f9a69d7d,5af2371e-34b3-480d-8a13-5cd28b48accd,Started,Disbursement,2025-06-14 21:00:00,5,4,Started
964476cc-49ea-428c-8f5f-8befb469cf65,5af2371e-34b3-480d-8a13-5cd28b48accd,Completed,Disbursement,2025-06-15 03:00:00,5,4,Completed
eab74208-9be4-4be3-92e9-1f5e1cae9390,8fe87fb1-ec6f-4151-a74a-5250217d29a4,Started,Application Submitted,2025-09-13 00:00:00,1,5,Started
40f86023-17b7-4ae3-8b47-42e61d8beca9,8fe87fb1-ec6f-4151-a74a-5250217d29a4,Completed,Application Submitted,2025-09-13 10:00:00,1,5,Completed
3432d72a-4f82-4fd7-a680-07e065a1ddd9,8fe87fb1-ec6f-4151-a74a-5250217d29a4,Started,Document Verification,2025-09-13 19:00:00,2,5,Started
ce770f06-23e4-44bf-bcfe-49107e52bd58,8fe87fb1-ec6f-4151-a74a-5250217d29a4,Completed,Document Verification,2025-09-14 03:00:00,2,5,Completed
1e41b6ac-cc86-4edf-8876-491b8d3eb7a8,8fe87fb1-ec6f-4151-a74a-5250217d29a4,Started,Credit Assessment,2025-09-14 22:00:00,3,5,Started
7b40554d-4b0e-4ba4-ac18-e290975fd996,8fe87fb1-ec6f-4151-a74a-5250217d29a4,Completed,Credit Assessment,2025-09-15 10:00:00,3,5,Completed
6627c45e-c026-438e-a85d-184c2f3ed436,8fe87fb1-ec6f-4151-a74a-5250217d29a4,Started,Approval,2025-09-15 19:00:00,4,5,Started
8067a018-ff49-4250-b727-942c24357b9f,8fe87fb1-ec6f-4151-a74a-5250217d29a4,Completed,Approval,2025-09-15 23:00:00,4,5,Completed
08242299-be38-4853-9b15-ba84400645ad,8fe87fb1-ec6f-4151-a74a-5250217d29a4,Started,Disbursement,2025-09-16 01:00:00,5,5,Started
cee7a5eb-81fb-4fb4-b420-9c027bbb614f,8fe87fb1-ec6f-4151-a74a-5250217d29a4,Completed,Disbursement,2025-09-16 08:00:00,5,5,Completed
c7571070-8f48-4d0b-8049-d34372c70932,5efa2a94-35b0-4c17-ae2d-3ab56ad7e45d,Started,Application Submitted,2025-06-16 00:00:00,1,5,Started
299e1bad-4fdc-40e5-b9c6-ff965020e2bc,5efa2a94-35b0-4c17-ae2d-3ab56ad7e45d,Completed,Application Submitted,2025-06-16 09:00:00,1,5,Completed
b7882c4d-faaf-4f23-94ea-2c0d6c4b4535,5efa2a94-35b0-4c17-ae2d-3ab56ad7e45d,Started,Document Verification,2025-06-16 13:00:00,2,5,Started
2e7a6f97-0839-4fac-a7b2-3a9d42e986fd,5efa2a94-35b0-4c17-ae2d-3ab56ad7e45d,Completed,Document Verification,2025-06-17 01:00:00,2,5,Completed
640c45fb-535a-4c82-9af9-ae63cec4077a,5efa2a94-35b0-4c17-ae2d-3ab56ad7e45d,Started,Credit Assessment,2025-06-17 16:00:00,3,5,Started
798e8124-0173-419c-b5da-fcfddd1db06f,5efa2a94-35b0-4c17-ae2d-3ab56ad7e45d,Completed,Credit Assessment,2025-06-18 01:00:00,3,5,Completed
34f4ec2c-7dc5-4ab3-9500-319fa07cc6a7,5efa2a94-35b0-4c17-ae2d-3ab56ad7e45d,Started,Approval,2025-06-18 16:00:00,4,5,Started
f42b68b6-8529-4adc-961e-e382311a688b,5efa2a94-35b0-4c17-ae2d-3ab56ad7e45d,Completed,Approval,2025-06-18 23:00:00,4,5,Completed
ae0af404-5817-4f63-8e1a-481bc795f602,5efa2a94-35b0-4c17-ae2d-3ab56ad7e45d,Started,Disbursement,2025-06-19 08:00:00,5,5,Started
8bd7a6a1-d7b1-4a22-8ef1-356e493bf45f,5efa2a94-35b0-4c17-ae2d-3ab56ad7e45d,Completed,Disbursement,2025-06-19 17:00:00,5,5,Completed
317acebd-f005-4173-96bc-4d4f3a654cf2,922b1063-d916-4db6-98e9-2f5f344524af,Started,Application Submitted,2025-08-17 00:00:00,1,3,Started
9d4d8ca9-aee8-43ee-bdc5-934d78e42051,922b1063-d916-4db6-98e9-2f5f344524af,Completed,Application Submitted,2025-08-17 04:00:00,1,3,Completed
89d5cf96-dae5-4873-9b12-3037acc9dfe3,922b1063-d916-4db6-98e9-2f5f344524af,Started,Document Verification,2025-08-17 11:00:00,2,3,Started
b1681616-5d7b-48cf-8ed5-bb04aa623011,922b1063-d916-4db6-98e9-2f5f344524af,Completed,Document Verification,2025-08-17 22:00:00,2,3,Completed
068db837-0b1d-4c13-8c47-fd842c2b3eb9,922b1063-d916-4db6-98e9-2f5f344524af,Started,Credit Assessment,2025-08-18 03:00:00,3,3,Started
1fd1dea7-593b-41d1-bd61-f0427a07c4fd,922b1063-d916-4db6-98e9-2f5f344524af,Completed,Credit Assessment,2025-08-18 15:00:00,3,3,Completed
867469f5-d363-46b5-9a9a-8585449aaece,922b1063-d916-4db6-98e9-2f5f344524af,Started,Approval,2025-08-18 17:00:00,4,3,Started
ade7f006-e880-4238-934d-b55ac447c80c,922b1063-d916-4db6-98e9-2f5f344524af,Completed,Approval,2025-08-18 22:00:00,4,3,Completed
31851e94-7835-48cb-9227-c9481117c276,922b1063-d916-4db6-98e9-2f5f344524af,Started,Disbursement,2025-08-19 03:00:00,5,3,Started
548523d0-f9a2-441e-9ed4-ca9a3e085a3c,922b1063-d916-4db6-98e9-2f5f344524af,Completed,Disbursement,2025-08-19 12:00:00,5,3,Completed
52694933-4b39-46d1-b050-426c53fd3385,6991d22a-2020-4d80-a717-204194d84a38,Started,Application Submitted,2025-02-07 00:00:00,1,1,Started
578263db-cdfb-46ae-96df-839931f565f7,6991d22a-2020-4d80-a717-204194d84a38,Completed,Application Submitted,2025-02-07 10:00:00,1,1,Completed
b35d6aa7-5b55-487f-8869-aa71689fa717,6991d22a-2020-4d80-a717-204194d84a38,Started,Document Verification,2025-02-07 13:00:00,2,1,Started
b71e8205-ba4d-412a-8e22-b263993ec654,6991d22a-2020-4d80-a717-204194d84a38,Completed,Document Verification,2025-02-07 21:00:00,2,1,Completed
711d4bc5-c649-4900-987e-50100b26828b,6991d22a-2020-4d80-a717-204194d84a38,Started,Credit Assessment,2025-02-08 19:00:00,3,1,Started
2261ae89-8012-41d5-a171-9cce371ae035,6991d22a-2020-4d80-a717-204194d84a38,Completed,Credit Assessment,2025-02-09 04:00:00,3,1,Completed
edc5d439-cb4e-4116-961d-8ed285c57ef3,6991d22a-2020-4d80-a717-204194d84a38,Started,Approval,2025-02-09 11:00:00,4,1,Started
3835b6ed-668f-4294-9913-37d5273d4b64,6991d22a-2020-4d80-a717-204194d84a38,Completed,Approval,2025-02-09 17:00:00,4,1,Completed
0aa5bc33-0d43-4d4c-9f23-0ac2fdbd0afc,6991d22a-2020-4d80-a717-204194d84a38,Started,Disbursement,2025-02-09 19:00:00,5,1,Started
3ae06da5-9cb4-426c-868b-cbf55f759459,6991d22a-2020-4d80-a717-204194d84a38,Completed,Disbursement,2025-02-10 00:00:00,5,1,Completed
a0ff9be6-5a58-4f90-9599-7b3b291c87ec,5f49bb8b-8bd8-4ccc-8fd3-61d0176e2706,Started,Application Submitted,2025-06-26 00:00:00,1,5,Started
12472d79-c17c-4f4d-8fb8-0d03abf8e78a,5f49bb8b-8bd8-4ccc-8fd3-61d0176e2706,Completed,Application Submitted,2025-06-26 04:00:00,1,5,Completed
344ba3a4-1364-4b15-b208-78c1e85eda4e,5f49bb8b-8bd8-4ccc-8fd3-61d0176e2706,Started,Document Verification,2025-06-26 06:00:00,2,5,Started
5b2a7ec6-7817-45c4-b528-a45ce58198c3,5f49bb8b-8bd8-4ccc-8fd3-61d0176e2706,Completed,Document Verification,2025-06-26 14:00:00,2,5,Completed
fd4e6de6-0117-4f82-bffd-8873b010fdad,5f49bb8b-8bd8-4ccc-8fd3-61d0176e2706,Started,Credit Assessment,2025-06-27 03:00:00,3,5,Started
3d2333cb-79c7-4a11-b362-7f29642bf609,5f49bb8b-8bd8-4ccc-8fd3-61d0176e2706,Completed,Credit Assessment,2025-06-27 12:00:00,3,5,Completed
c193438a-2667-4edf-8dde-220ed0c007f6,5f49bb8b-8bd8-4ccc-8fd3-61d0176e2706,Started,Approval,2025-06-28 05:00:00,4,5,Started
37d20526-5716-4070-8992-0600b719700f,5f49bb8b-8bd8-4ccc-8fd3-61d0176e2706,Completed,Approval,2025-06-28 13:00:00,4,5,Completed
9062d2d0-baa9-4338-b2a1-4a89bc8772b2,5f49bb8b-8bd8-4ccc-8fd3-61d0176e2706,Started,Disbursement,2025-06-28 19:00:00,5,5,Started
8dcafa54-2371-48fd-96b1-181244bbc1c1,5f49bb8b-8bd8-4ccc-8fd3-61d0176e2706,Completed,Disbursement,2025-06-29 05:00:00,5,5,Completed
f8d1a794-d125-4020-8bf3-c492c2bb50c5,14bd7be3-5b7a-4247-90d1-822668cc17ec,Started,Application Submitted,2025-05-02 00:00:00,1,2,Started
43f2d54a-4f52-4c59-82a5-88e6c355290a,14bd7be3-5b7a-4247-90d1-822668cc17ec,Completed,Application Submitted,2025-05-02 10:00:00,1,2,Completed
f7200772-5387-47fc-86fd-41743bd596fb,14bd7be3-5b7a-4247-90d1-822668cc17ec,Started,Document Verification,2025-05-02 15:00:00,2,2,Started
faa59ae9-4c5e-4518-a68d-97682c5dbba9,14bd7be3-5b7a-4247-90d1-822668cc17ec,Completed,Document Verification,2025-05-02 23:00:00,2,2,Completed
